location,city,country,utc,local,latitude,longitude,no2,co,pm25,pm10,o3,unit,attribution
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-28T19:00:00.000Z,2020-04-29T00:30:00+05:30,28.6573814,77.1585447,19.2,1990,45.69,0,19.78,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-28T16:00:00.000Z,2020-04-28T21:30:00+05:30,28.6573814,77.1585447,20.58,2070,59.06,0,0.7,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-28T15:30:00.000Z,2020-04-28T21:00:00+05:30,28.6573814,77.1585447,22.25,2040,35.52,0,9.3,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-28T15:00:00.000Z,2020-04-28T20:30:00+05:30,28.6573814,77.1585447,22.48,1960,40.81,0,9.61,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-28T14:30:00.000Z,2020-04-28T20:00:00+05:30,28.6573814,77.1585447,19.09,1860,64.35,0,8.59,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-28T14:15:00.000Z,2020-04-28T19:45:00+05:30,28.6573814,77.1585447,17.63,1810,60.87,0,11.97,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-28T13:45:00.000Z,2020-04-28T19:15:00+05:30,28.6573814,77.1585447,15.9,1620,54.41,0,15.61,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-28T13:30:00.000Z,2020-04-28T19:00:00+05:30,28.6573814,77.1585447,14.51,1630,61.89,0,19.89,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-28T13:15:00.000Z,2020-04-28T18:45:00+05:30,28.6573814,77.1585447,15.56,1620,67.12,0,13.96,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-28T12:30:00.000Z,2020-04-28T18:00:00+05:30,28.6573814,77.1585447,12.55,1580,65.15,0,13.94,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-28T12:15:00.000Z,2020-04-28T17:45:00+05:30,28.6573814,77.1585447,11.67,1580,60.34,0,22.14,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-28T12:00:00.000Z,2020-04-28T17:30:00+05:30,28.6573814,77.1585447,11.93,1610,63.12,0,19.75,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-28T11:45:00.000Z,2020-04-28T17:15:00+05:30,28.6573814,77.1585447,11.76,1560,69.69,0,19.32,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-28T11:30:00.000Z,2020-04-28T17:00:00+05:30,28.6573814,77.1585447,11.54,1630,67.55,0,12.16,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-28T11:00:00.000Z,2020-04-28T16:30:00+05:30,28.6573814,77.1585447,11.34,1610,39.12,0,16.14,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-28T10:15:00.000Z,2020-04-28T15:45:00+05:30,28.6573814,77.1585447,12.37,1660,33.55,0,15.14,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-28T10:00:00.000Z,2020-04-28T15:30:00+05:30,28.6573814,77.1585447,21.32,1730,33.27,0,12.9,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-28T09:15:00.000Z,2020-04-28T14:45:00+05:30,28.6573814,77.1585447,11.76,1930,16.51,0,14.98,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-28T09:00:00.000Z,2020-04-28T14:30:00+05:30,28.6573814,77.1585447,12.31,1890,13.15,0,13.3,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-28T08:45:00.000Z,2020-04-28T14:15:00+05:30,28.6573814,77.1585447,11.96,1940,16.01,0,10.73,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-28T08:30:00.000Z,2020-04-28T14:00:00+05:30,28.6573814,77.1585447,11.27,1910,18.79,0,17.35,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-28T08:15:00.000Z,2020-04-28T13:45:00+05:30,28.6573814,77.1585447,13.37,1920,17.26,0,17.44,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-28T08:00:00.000Z,2020-04-28T13:30:00+05:30,28.6573814,77.1585447,12.47,1900,10.95,0,11.78,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-28T07:30:00.000Z,2020-04-28T13:00:00+05:30,28.6573814,77.1585447,12.14,1930,13.69,0,16.23,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-28T07:15:00.000Z,2020-04-28T12:45:00+05:30,28.6573814,77.1585447,12.01,1910,9.89,0,10.24,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-28T07:00:00.000Z,2020-04-28T12:30:00+05:30,28.6573814,77.1585447,12.63,1940,13.79,0,9.13,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-28T06:45:00.000Z,2020-04-28T12:15:00+05:30,28.6573814,77.1585447,12.16,1950,16.02,0,11.51,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-28T06:30:00.000Z,2020-04-28T12:00:00+05:30,28.6573814,77.1585447,12.99,1950,35.86,0,10.3,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-28T06:15:00.000Z,2020-04-28T11:45:00+05:30,28.6573814,77.1585447,13.28,1940,56.11,0,4.07,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-28T06:00:00.000Z,2020-04-28T11:30:00+05:30,28.6573814,77.1585447,13.57,1920,71,0,6.1,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-28T00:15:00.000Z,2020-04-28T05:45:00+05:30,28.6573814,77.1585447,14.41,1850,25.43,0,7.9,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T23:45:00.000Z,2020-04-28T05:15:00+05:30,28.6573814,77.1585447,13.34,1840,19.85,0,8.22,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T23:00:00.000Z,2020-04-28T04:30:00+05:30,28.6573814,77.1585447,11.92,1870,-13.11,0,12.56,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T22:45:00.000Z,2020-04-28T04:15:00+05:30,28.6573814,77.1585447,11.17,1850,-6.46,0,8.63,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T22:30:00.000Z,2020-04-28T04:00:00+05:30,28.6573814,77.1585447,12.11,1850,2.39,0,13.64,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T22:00:00.000Z,2020-04-28T03:30:00+05:30,28.6573814,77.1585447,11.25,1820,18.5,0,4.89,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T21:45:00.000Z,2020-04-28T03:15:00+05:30,28.6573814,77.1585447,11.76,1820,30.19,0,14.03,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T21:15:00.000Z,2020-04-28T02:45:00+05:30,28.6573814,77.1585447,11.33,1690,30,0,13.9,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T20:45:00.000Z,2020-04-28T02:15:00+05:30,28.6573814,77.1585447,11.57,1640,30.44,0,17.14,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T20:30:00.000Z,2020-04-28T02:00:00+05:30,28.6573814,77.1585447,11.46,1620,36.78,0,13.09,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T20:15:00.000Z,2020-04-28T01:45:00+05:30,28.6573814,77.1585447,11.4,1640,38.75,0,10.31,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T20:00:00.000Z,2020-04-28T01:30:00+05:30,28.6573814,77.1585447,12.34,1630,40.84,0,16.12,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T19:00:00.000Z,2020-04-28T00:30:00+05:30,28.6573814,77.1585447,13.26,1620,50.25,0,9.26,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T18:30:00.000Z,2020-04-28T00:00:00+05:30,28.6573814,77.1585447,13.25,1630,39.22,0,13.19,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T18:00:00.000Z,2020-04-27T23:30:00+05:30,28.6573814,77.1585447,12.22,1630,28.41,0,14.84,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T17:45:00.000Z,2020-04-27T23:15:00+05:30,28.6573814,77.1585447,13.69,1630,18.6,0,12.74,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T17:30:00.000Z,2020-04-27T23:00:00+05:30,28.6573814,77.1585447,13.81,1660,9.75,0,17.36,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T17:15:00.000Z,2020-04-27T22:45:00+05:30,28.6573814,77.1585447,12.93,1660,7.88,0,14.02,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T17:00:00.000Z,2020-04-27T22:30:00+05:30,28.6573814,77.1585447,13.52,1730,8.12,0,11.91,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T16:45:00.000Z,2020-04-27T22:15:00+05:30,28.6573814,77.1585447,11.83,1880,4.31,0,15.58,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T16:30:00.000Z,2020-04-27T22:00:00+05:30,28.6573814,77.1585447,12.43,1850,3.9,0,21.08,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T16:00:00.000Z,2020-04-27T21:30:00+05:30,28.6573814,77.1585447,12.58,1860,1.74,0,13.78,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T15:45:00.000Z,2020-04-27T21:15:00+05:30,28.6573814,77.1585447,13.3,1900,0.4,0,11.84,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T15:30:00.000Z,2020-04-27T21:00:00+05:30,28.6573814,77.1585447,11.73,1880,0.59,0,6.13,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T15:15:00.000Z,2020-04-27T20:45:00+05:30,28.6573814,77.1585447,11.12,1840,-5.66,0,12.15,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T14:45:00.000Z,2020-04-27T20:15:00+05:30,28.6573814,77.1585447,11.26,1810,-1.26,0,6.67,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T14:15:00.000Z,2020-04-27T19:45:00+05:30,28.6573814,77.1585447,11.17,1800,-4.63,0,11.9,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T14:00:00.000Z,2020-04-27T19:30:00+05:30,28.6573814,77.1585447,11.81,1830,6.09,0,12.68,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T13:45:00.000Z,2020-04-27T19:15:00+05:30,28.6573814,77.1585447,11.36,1790,21.87,0,19.75,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T13:30:00.000Z,2020-04-27T19:00:00+05:30,28.6573814,77.1585447,11.01,1790,45.08,0,12.89,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T13:15:00.000Z,2020-04-27T18:45:00+05:30,28.6573814,77.1585447,11.59,1740,53.81,0,22.01,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T13:00:00.000Z,2020-04-27T18:30:00+05:30,28.6573814,77.1585447,11.03,1720,54.61,0,19.25,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T10:15:00.000Z,2020-04-27T15:45:00+05:30,28.6573814,77.1585447,12.6,1540,56.43,0,15.95,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T09:45:00.000Z,2020-04-27T15:15:00+05:30,28.6573814,77.1585447,12.79,1590,37.47,0,16,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T09:30:00.000Z,2020-04-27T15:00:00+05:30,28.6573814,77.1585447,13.14,1600,26.37,0,10.56,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T08:00:00.000Z,2020-04-27T13:30:00+05:30,28.6573814,77.1585447,12.37,1830,11.89,0,15.53,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T06:30:00.000Z,2020-04-27T12:00:00+05:30,28.6573814,77.1585447,15.35,1780,2.53,0,9.82,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T06:00:00.000Z,2020-04-27T11:30:00+05:30,28.6573814,77.1585447,14.91,1790,2.54,0,9.81,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T05:45:00.000Z,2020-04-27T11:15:00+05:30,28.6573814,77.1585447,15.55,1790,-0.48,0,3.65,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T05:30:00.000Z,2020-04-27T11:00:00+05:30,28.6573814,77.1585447,15.43,1800,9.8,0,6.9,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T05:00:00.000Z,2020-04-27T10:30:00+05:30,28.6573814,77.1585447,15.95,1840,39.99,0,9.61,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T04:30:00.000Z,2020-04-27T10:00:00+05:30,28.6573814,77.1585447,17.51,1710,42.1,0,3.19,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T04:15:00.000Z,2020-04-27T09:45:00+05:30,28.6573814,77.1585447,17.03,1570,49.55,0,8.77,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T04:00:00.000Z,2020-04-27T09:30:00+05:30,28.6573814,77.1585447,17.68,1610,44.39,0,11.39,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T03:45:00.000Z,2020-04-27T09:15:00+05:30,28.6573814,77.1585447,16.65,1610,42,0,9.16,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T03:15:00.000Z,2020-04-27T08:45:00+05:30,28.6573814,77.1585447,16.77,1600,43.82,0,6.7,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T03:00:00.000Z,2020-04-27T08:30:00+05:30,28.6573814,77.1585447,17.35,1570,41.3,0,5.42,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T02:30:00.000Z,2020-04-27T08:00:00+05:30,28.6573814,77.1585447,14.64,1600,33.53,0,2.55,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T02:15:00.000Z,2020-04-27T07:45:00+05:30,28.6573814,77.1585447,14.33,1580,39.41,0,7.54,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T02:00:00.000Z,2020-04-27T07:30:00+05:30,28.6573814,77.1585447,13.78,1600,37.73,0,3.25,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T01:00:00.000Z,2020-04-27T06:30:00+05:30,28.6573814,77.1585447,13.64,1610,9.19,0,6.22,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T00:45:00.000Z,2020-04-27T06:15:00+05:30,28.6573814,77.1585447,13.74,1600,2.81,0,11.8,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T00:30:00.000Z,2020-04-27T06:00:00+05:30,28.6573814,77.1585447,13.32,1600,2.4,0,8.73,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T00:15:00.000Z,2020-04-27T05:45:00+05:30,28.6573814,77.1585447,13,1670,18.1,0,4.9,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-27T00:00:00.000Z,2020-04-27T05:30:00+05:30,28.6573814,77.1585447,12.24,1750,21.03,0,4.11,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
